file,f1,iou,precision,recall,mae,rmse
output_hh_EUalps_patch_1024_2304_sim3,0.7098765432098766,0.5502392344497608,0.7128099173553719,0.7069672131147541,1.2652467489242554,1.7738250494003296
output_hh_Alaska_patch_20480_4608_sim5,0.7078384798099763,0.5477941176470589,0.8563218390804598,0.6032388663967612,0.9339505434036255,1.1816481351852417
output_hh_PNG_patch_3328_512_sim7,0.88,0.7857142857142857,0.8148148148148148,0.9565217391304348,1.7700468301773071,2.2816152572631836
output_hh_NNNA_patch_9216_512_sim1,0.6429906542056075,0.4738292011019284,0.7381974248927039,0.5695364238410596,0.5479822158813477,0.7815767526626587
output_hh_NNNA_patch_27136_1280_sim7,0.8636363636363636,0.76,0.7916666666666666,0.95,0.947162389755249,1.0346184968948364
